,Unnamed: 0,id,status,output,expected_output,error,code,difficulty
122,122,74,runtime_error,,402,"Traceback (most recent call last):
  File ""/tmp/tmpmvhi7txx/tmp.py"", line 22, in <module>
    main()
  File ""/tmp/tmpmvhi7txx/tmp.py"", line 16, in main
    chain = digit_factorial_chain(i)
  File ""/tmp/tmpmvhi7txx/tmp.py"", line 8, in digit_factorial_chain
    n = digit_factorial_sum(n)
  File ""/tmp/tmpmvhi7txx/tmp.py"", line 3, in digit_factorial_sum
    return sum(map(lambda x: math.factorial(int(x)), str(n)))
  File ""/tmp/tmpmvhi7txx/tmp.py"", line 3, in <lambda>
    return sum(map(lambda x: math.factorial(int(x)), str(n)))
NameError: name 'math' is not defined
","
def digit_factorial_sum(n):
    return sum(map(lambda x: math.factorial(int(x)), str(n)))

def digit_factorial_chain(n):
    chain = [n]
    while True:
        n = digit_factorial_sum(n)
        if n in chain:
            return chain
        chain.append(n)

def main():
    count = 0
    for i in range(1, 1000000):
        chain = digit_factorial_chain(i)
        if len(chain) == 60:
            count += 1
    print(count)

if __name__ == ""__main__"":
    main()
",15
123,123,75,timeout_error,,161667,TIMEOUT,"
def count_triangles(limit):
    count = 0
    for a in range(1, limit + 1):
        for b in range(a, limit + 1):
            c = (a ** 2 + b ** 2) ** 0.5
            if c == int(c) and a + b > c and c <= limit:
                count += 1
    return count

print(count_triangles(1500000))
",25
124,124,76,no_error,"190569291
",190569291,,"
def count_sums(n):
    ways = [1] + [0] * n
    for i in range(1, n + 1):
        for j in range(i, n + 1):
            ways[j] += ways[j - i]
    return ways[n] - 1

print(count_sums(100))
",10
127,127,77,timeout_error,,71,TIMEOUT,"
from itertools import combinations_with_replacement

def prime_sums(n):
    primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73, 79, 83, 89, 97]
    for i in range(1, len(primes) + 1):
        for comb in combinations_with_replacement(primes, i):
            if sum(comb) == n:
                yield comb

def main():
    n = 1
    while True:
        if len(list(prime_sums(n))) > 5000:
            print(n)
            break
        n += 1

if __name__ == '__main__':
    main()
",25
128,128,78,timeout_error,,55374,TIMEOUT,"
def coin_partitions(n):
    """"""
    Returns the number of different ways in which n coins can be separated into piles.
    """"""
    if n < 0:
        return 0
    elif n == 0:
        return 1
    else:
        return coin_partitions(n - 1) + coin_partitions(n - 2) - coin_partitions(n - 5)

for n in range(1, 1000000):
    if coin_partitions(n) % 1000000 == 0:
        print(n)
        break
",30
129,129,80,runtime_error,,40886,"Traceback (most recent call last):
  File ""/tmp/tmpssfv5ljl/tmp.py"", line 15, in <module>
    main()
  File ""/tmp/tmpssfv5ljl/tmp.py"", line 11, in main
    total += digital_sum(math.sqrt(i))
  File ""/tmp/tmpssfv5ljl/tmp.py"", line 5, in digital_sum
    return sum(int(d) for d in str(n))
  File ""/tmp/tmpssfv5ljl/tmp.py"", line 5, in <genexpr>
    return sum(int(d) for d in str(n))
ValueError: invalid literal for int() with base 10: '.'
","
import math

def digital_sum(n):
    return sum(int(d) for d in str(n))

def main():
    total = 0
    for i in range(1, 101):
        if not math.sqrt(i).is_integer():
            total += digital_sum(math.sqrt(i))
    print(total)

if __name__ == ""__main__"":
    main()
",20
130,130,84,runtime_error,,101524,"  File ""/tmp/tmpcc758lqf/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import collections
import random

def get_next_square(square, dice):
    if square == 30:
        return 10
    elif square == 7 or square == 22 or square == 36:
        return square
    elif square == 2 or square == 17 or square == 33:
        return 0
    elif square == 39:
        return 0
    else:
        return (square + random.choice(dice)) % 40

def get_modal_string(dice, n_rolls):
    squares = collections.defaultdict(int)
    for _ in range(n_rolls):
        square = 0
        for _ in range(3):
            square = get_next_square(square, dice)
        squares[square] += 1
    return ''.join(str(square) for square, count in sorted(squares.items(), key=lambda x: -x[1]))

if __name__ == '__main__':
    print(get_modal_string([1, 2, 3, 4], 10",35
131,131,85,timeout_error,,2772,TIMEOUT,"
def count_rectangles(w, h):
    return (w + 1) * w * (h + 1) * h // 4

def find_nearest(target):
    w, h = 1, 1
    while True:
        count = count_rectangles(w, h)
        if count < target:
            w += 1
        elif count > target:
            h += 1
        else:
            return w * h
        if w > h:
            w, h = h, w

print(find_nearest(2000000))
",15
132,132,86,timeout_error,,1818,TIMEOUT,"
from itertools import product

def cuboid_route(M):
    count = 0
    for a, b, c in product(range(1, M+1), repeat=3):
        if a*a + b*b + c*c == 10*10:
            count += 1
    return count

M = 1
while cuboid_route(M) < 1000000:
    M += 1
print(M)
",35
133,133,87,runtime_error,,1097343,"  File ""/tmp/tmpk8tzhw3k/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(math.sqrt(n)) + 1):
        if n % i == 0:
            return False
    return True

def main():
    limit = 50000000
    primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73, 79, 83, 89, 97]
    squares = [p * p for p in primes]
    cubes = [p * p * p for p in primes]
    fourth_powers = [p * p * p * p for p in primes]
    count = 0
    for s in squares:
        if s >= limit:
            break
        for c in",20
134,134,88,runtime_error,,7587457,"Traceback (most recent call last):
  File ""/tmp/tmpplez2azl/tmp.py"", line 7, in <module>
    print(sum(product_sum(k) for k in range(2, 12001)))
TypeError: unsupported operand type(s) for +: 'int' and 'tuple'
","
from itertools import product

def product_sum(k):
    return min(product(range(1, k+1), repeat=k), key=sum)

print(sum(product_sum(k) for k in range(2, 12001)))
",40
135,135,90,runtime_error,,1217,"  File ""/tmp/tmpvlazuv0w/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def cube_digit_pairs():
    # Create a set of all possible digits for each cube.
    digits = set(range(10))

    # Create a set of all possible arrangements of the digits on the first cube.
    arrangements = set()
    for i in range(10):
        for j in range(10):
            for k in range(10):
                for l in range(10):
                    for m in range(10):
                        for n in range(10):
                            arrangements.add(frozenset([i, j, k, l, m, n]))

    # Create a set of all possible arrangements of the digits on the second cube.
    arrangements2 = set()
    for i in range(10):
        for j in range(10):
            for k in range(10):
                for l in range(10):
                    for m in range(10):
                        for n in range(10):
                            arrangements2.add(frozenset([i, j, k, l, m, n]))

    # Create a",40
136,136,91,wrong_output,"10200
",14234,,"
def right_triangles(n):
    count = 0
    for x1 in range(n + 1):
        for y1 in range(n + 1):
            for x2 in range(n + 1):
                for y2 in range(n + 1):
                    if (x1 - x2) ** 2 + (y1 - y2) ** 2 == 1:
                        count += 1
    return count

print(right_triangles(50))
",25
137,137,92,timeout_error,,8581146,TIMEOUT,"
def square_digit_chain(n):
    seen = set()
    while n not in seen:
        seen.add(n)
        n = sum(int(d)**2 for d in str(n))
    return n == 89

print(sum(square_digit_chain(n) for n in range(1, 10**7)))
",5
138,138,93,runtime_error,,1258,"Traceback (most recent call last):
  File ""/tmp/tmpxin_2r5q/tmp.py"", line 27, in <module>
    main()
  File ""/tmp/tmpxin_2r5q/tmp.py"", line 18, in main
    expr = perm[:i] + '(' + perm[i:j] + ')' + perm[j:]
TypeError: can only concatenate tuple (not ""str"") to tuple
","
from itertools import permutations

def is_valid(expr):
    try:
        eval(expr)
        return True
    except:
        return False

def main():
    digits = '1234'
    max_len = 0
    result = ''
    for perm in permutations(digits):
        for i in range(1, len(perm) + 1):
            for j in range(i + 1, len(perm) + 1):
                expr = perm[:i] + '(' + perm[i:j] + ')' + perm[j:]
                if is_valid(expr):
                    n = eval(expr)
                    if n > max_len:
                        max_len = n
                        result = ''.join(perm)
    print(result)

if __name__ == '__main__':
    main()
",35
139,139,94,timeout_error,,518408346,TIMEOUT,"
def is_almost_equilateral(a, b, c):
    return (a == b and abs(a - c) <= 1) or (a == c and abs(a - b) <= 1) or (b == c and abs(b - a) <= 1)

def perimeter(a, b, c):
    return a + b + c

def main():
    limit = 1000000000
    sum = 0
    for a in range(1, limit):
        for b in range(a, limit):
            for c in range(b, limit):
                if is_almost_equilateral(a, b, c) and perimeter(a, b, c) <= limit:
                    sum += perimeter(a, b, c)
    print(sum)

if __name__ == ""__main__"":
    main()
",35
140,140,95,wrong_output,"36750
",14316,,"
def proper_divisors(n):
    return [i for i in range(1, int(n ** 0.5) + 1) if n % i == 0]

def sum_divisors(n):
    return sum(proper_divisors(n))

def amicable_chain(n):
    chain = [n]
    while True:
        n = sum_divisors(n)
        if n in chain:
            return chain
        chain.append(n)

def longest_amicable_chain(n):
    longest_chain = []
    for i in range(1, n + 1):
        chain = amicable_chain(i)
        if len(chain) > len(longest_chain):
            longest_chain = chain
    return longest_chain

print(longest_amicable_chain(1000000)[0])
",30
141,141,97,runtime_error,,8739992577,"Traceback (most recent call last):
  File ""/tmp/tmpphzpm5hi/tmp.py"", line 2, in <module>
    print(str(28433*2**7830457+1)[-10:])
ValueError: Exceeds the limit (4300) for integer string conversion; use sys.set_int_max_str_digits() to increase the limit
","
print(str(28433*2**7830457+1)[-10:])
",5
142,142,807,wrong_output,"0.0
",0.1091523673,,"
import math

def P(n):
    return 1 / (2**n * math.factorial(n))

print(round(P(80), 10))
",90
143,143,808,timeout_error,,3807504276997394,TIMEOUT,"
import math

def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(math.sqrt(n)) + 1):
        if n % i == 0:
            return False
    return True

def is_palindrome(n):
    return str(n) == str(n)[::-1]

def main():
    count = 0
    sum = 0
    i = 1
    while count < 50:
        square = i * i
        if not is_palindrome(square) and is_prime(square) and is_prime(int(str(square)[::-1])):
            count += 1
            sum += square
        i += 1
    print(sum)

if __name__ == ""__main__"":
    main()
",5
144,144,809,runtime_error,,75353432948733,"Traceback (most recent call last):
  File ""/tmp/tmpwv1bwvbl/tmp.py"", line 9, in <module>
    print(f(Fraction(22, 7)) % 10**15)
NameError: name 'Fraction' is not defined
","
def f(x):
    if x.denominator == 1:
        return x.numerator
    if x < 1:
        return f(1 - x)
    return f(1 + x.denominator // x.numerator - x - 1) + f(x - 1)

print(f(Fraction(22, 7)) % 10**15)
",35
145,145,810,timeout_error,,124136381,TIMEOUT,"
def xor_product(x, y):
    result = 0
    while y:
        if y & 1:
            result ^= x
        x <<= 1
        y >>= 1
    return result

def is_xor_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n ** 0.5) + 1):
        if not n % i:
            return False
    return True

def main():
    count = 0
    n = 2
    while count < 5000000:
        if is_xor_prime(n):
            count += 1
        n += 1
    print(n - 1)

if __name__ == '__main__':
    main()
",20
146,146,811,runtime_error,,327287526,"Traceback (most recent call last):
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 13, in <module>
    print(H(1014 + 31, 62) % 1000062031)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 11, in H
    return A((2 * t + 1) * r)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 6, in A
    return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 8, in A
    return A(n // 2)
  [Previous line repeated 978 more times]
  File ""/tmp/tmp0n53wb7m/tmp.py"", line 3, in A
    if n == 0:
RecursionError: maximum recursion depth exceeded in comparison
","
def A(n):
    if n == 0:
        return 1
    elif n % 2 == 0:
        return 3 * A(n // 2) + 5 * A(n // 2 - (n & -n))
    else:
        return A(n // 2)

def H(t, r):
    return A((2 * t + 1) * r)

print(H(1014 + 31, 62) % 1000062031)
",40
